lat;lng;CH4;WindDir;WindSpeed
48.87707167;2.175856667;2.04;304.1;1.9
48.87707167;2.175855;2.05;304.1;1.9
48.87707167;2.175855;2.04;300.2;2.1
48.87707167;2.175855;2.06;300.2;2.1
48.87707167;2.175853333;2.06;300.2;2.1
48.87707167;2.175853333;2.06;295.6;1.8
48.87707167;2.175853333;2.05;295.6;1.8
48.87707167;2.175851667;2.06;295.6;1.8
48.87707167;2.175851667;2.05;301.4;2.5
48.87707167;2.175851667;2.05;301.4;2.5
48.87707167;2.17585;2.05;301.4;2.5
48.87707167;2.17585;2.06;301.2;2.5
48.87707167;2.17585;2.07;301.2;2.5
48.87707;2.17585;2.07;301.2;2.5
48.87707;2.17585;2.08;300.5;2.5
48.87707;2.17585;2.1;300.5;2.5
48.87706667;2.175851667;2.15;300.5;2.5
48.87706667;2.175851667;2.16;301.1;2.3
48.87706667;2.175851667;2.16;301.1;2.3
48.87706667;2.175856667;2.18;301.1;2.3
48.87706667;2.175856667;2.11;297.8;2.6
48.87706667;2.175856667;2.07;297.8;2.6
48.87706667;2.175861667;2.06;297.8;2.6
48.87706667;2.175861667;2.07;279;2.6
48.87706667;2.175861667;2.06;279;2.6
48.87706833;2.175863333;2.03;279;2.6
48.87706833;2.175863333;2;295.5;3.7
48.87706833;2.175863333;1.98;295.5;3.7
48.87707;2.175866667;1.99;295.5;3.7
48.87707;2.175866667;1.99;302;3.7
48.87707;2.175866667;2;302;3.7
48.87707333;2.175866667;2.02;302;3.7
48.87707333;2.175866667;2.02;295.5;3.1
48.87707333;2.175866667;2;295.5;3.1
48.877075;2.175866667;2.01;295.5;3.1
48.877075;2.175866667;2.03;290.5;2.8
48.877075;2.175866667;2.05;290.5;2.8
48.877075;2.175866667;2.07;290.5;2.8
48.877075;2.175866667;2.07;295.1;2.7
48.877075;2.175866667;2.06;295.1;2.7
48.87707333;2.175866667;2.04;295.1;2.7
48.87707333;2.175866667;2.02;309.1;2.4
48.87707333;2.175866667;2.01;309.1;2.4
48.87707167;2.175866667;2;309.1;2.4
48.87707167;2.175866667;2;298.4;2.5
48.87707167;2.175866667;1.99;298.4;2.5
48.87707;2.175868333;2;298.4;2.5
48.87707;2.175868333;1.99;290.6;2
48.87707;2.175868333;1.97;290.6;2
48.87706833;2.17587;1.97;290.6;2
48.87706833;2.17587;1.98;301.2;2.6
48.87706833;2.17587;2;301.2;2.6
48.87706667;2.17587;2.02;301.2;2.6
48.87706667;2.17587;2.04;303.4;2.5
48.87706667;2.17587;2.05;303.4;2.5
48.877065;2.175871667;2.04;303.4;2.5
48.877065;2.175871667;2.02;289.1;2.5
48.877065;2.175871667;1.99;289.1;2.5
48.87706667;2.175875;2;289.1;2.5
48.87706667;2.175875;2;290.6;2.7
48.87706667;2.175875;2;290.6;2.7
48.87706833;2.175876667;2;290.6;2.7
48.87706833;2.175876667;2;264.9;2.2
48.87706833;2.175876667;2;264.9;2.2
48.87706833;2.175878333;2;264.9;2.2
48.87706833;2.175878333;2.01;277.1;2.7
48.87706833;2.175878333;2.04;277.1;2.7
48.87706833;2.175881667;2.08;277.1;2.7
48.87706833;2.175881667;2.11;267.1;2.7
48.87706833;2.175881667;2.14;267.1;2.7
48.87706667;2.175883333;2.14;267.1;2.7
48.87706667;2.175883333;2.11;272.5;3.1
48.87706667;2.175883333;2.09;272.5;3.1
48.87706667;2.175883333;2.07;272.5;3.1
48.87706667;2.175883333;2.07;278.1;2.9
48.87706667;2.175883333;2.07;278.1;2.9
48.87706667;2.175885;2.06;278.1;2.9
48.87706667;2.175885;2.05;293.1;2
48.87706667;2.175885;2.03;293.1;2
48.87707;2.175885;2.03;293.1;2
48.87707;2.175885;2.04;290.9;2.2
48.87707;2.175885;2.06;290.9;2.2
48.87707167;2.175885;2.07;290.9;2.2
48.87707167;2.175885;2.07;296.8;2.2
48.87707167;2.175885;2.07;296.8;2.2
48.877075;2.175883333;2.07;296.8;2.2
48.877075;2.175883333;2.06;291.5;2.1
48.877075;2.175883333;2.06;291.5;2.1
48.87707667;2.175881667;2.06;291.5;2.1
48.87707667;2.175881667;2.07;288.4;2.3
48.87707667;2.175881667;2.06;288.4;2.3
48.87707833;2.175878333;2.03;288.4;2.3
48.87707833;2.175878333;2.03;293.3;2.4
48.87707833;2.175878333;2.04;293.3;2.4
48.87708;2.175875;2.07;293.3;2.4
48.87708;2.175875;2.1;304.1;2.3
48.87708;2.175875;2.12;304.1;2.3
48.87708167;2.175871667;2.11;304.1;2.3
48.87708167;2.175871667;2.1;301.1;1.9
48.87708167;2.175871667;2.09;301.1;1.9
48.87708333;2.175866667;2.14;301.1;1.9
48.87708333;2.175866667;2.23;279.5;1.8
48.87708333;2.175866667;2.28;279.5;1.8
48.87708333;2.175861667;2.25;279.5;1.8
48.87708333;2.175861667;2.19;291.4;1.7
48.87708333;2.175861667;2.16;291.4;1.7
48.877085;2.175858333;2.19;291.4;1.7
48.877085;2.175858333;2.22;284.1;1.5
48.877085;2.175858333;2.25;284.1;1.5
48.877085;2.175853333;2.27;284.1;1.5
48.877085;2.175853333;2.11;293.4;1.8
48.877085;2.175853333;2.08;293.4;1.8
48.877085;2.17585;2.08;293.4;1.8
48.877085;2.17585;2.08;297.8;2.4
48.877085;2.17585;2.09;297.8;2.4
48.87708667;2.175848333;2.08;297.8;2.4
48.87708667;2.175848333;2.06;295.4;2.1
48.87708667;2.175848333;2.06;295.4;2.1
48.877085;2.175851667;2.05;295.4;2.1
48.877085;2.175851667;2.06;303.5;2.2
48.877085;2.175851667;2.09;303.5;2.2
48.87708667;2.175855;2.09;303.5;2.2
48.87708667;2.175855;2.03;303.4;2.1
48.87708667;2.175855;1.98;303.4;2.1
48.87708833;2.175858333;1.96;303.4;2.1
48.87708833;2.175858333;1.98;314.8;2.3
48.87708833;2.175858333;1.98;314.8;2.3
48.87709167;2.17586;1.97;314.8;2.3
48.87709167;2.17586;1.96;300.1;2
48.87709167;2.17586;1.94;300.1;2
48.877095;2.17586;1.93;300.1;2
48.877095;2.17586;1.96;304.7;2
48.877095;2.17586;2;304.7;2
48.87709833;2.175861667;2.02;304.7;2
48.87709833;2.175861667;2.02;299.5;1.6
48.87709833;2.175861667;1.99;299.5;1.6
48.87710167;2.175861667;1.98;299.5;1.6
48.87710167;2.175861667;1.96;303.6;1.9
48.87710167;2.175861667;1.95;303.6;1.9
48.87710333;2.175861667;1.93;303.6;1.9
48.87710333;2.175861667;1.93;301.7;1.6
48.87710333;2.175861667;1.92;301.7;1.6
48.87710333;2.175863333;1.93;301.7;1.6
48.87710333;2.175863333;1.93;310.4;1.9
48.87710333;2.175863333;1.93;310.4;1.9
48.87710333;2.175865;1.94;310.4;1.9
48.87710333;2.175865;1.97;312.4;1.8
48.87710333;2.175865;2;312.4;1.8
48.8771;2.175866667;2.05;312.4;1.8
48.8771;2.175866667;2.08;299;1.6
48.8771;2.175866667;2.09;299;1.6
48.877095;2.175866667;2.09;299;1.6
48.877095;2.175866667;2.08;289.9;1.7
48.877095;2.175866667;2.07;289.9;1.7
48.877095;2.175866667;2.08;289.9;1.7
48.877095;2.175866667;2.08;262.5;2
48.877095;2.175866667;2.07;262.5;2
48.87709333;2.175868333;2.06;262.5;2
48.87709333;2.175868333;2.04;270.2;1.9
48.87709333;2.175868333;2.03;270.2;1.9
48.87709333;2.175868333;2.01;270.2;1.9
48.87709333;2.175868333;2.01;282.7;2.3
