"lat","lng","CH4"
48.87710666666666,2.1758349999999997,2.02
48.87708333333333,2.175895,2.02
48.87708333333333,2.175895,2.04
48.87708333333333,2.175895,2.05
48.87707333333333,2.1759049999999998,2.07
48.87707333333333,2.1759049999999998,2.09
48.87707333333333,2.1759049999999998,2.09
48.877068333333334,2.175891666666667,2.08
48.877068333333334,2.175891666666667,2.09
48.877068333333334,2.175891666666667,2.14
48.877068333333334,2.175883333333333,2.23
48.877068333333334,2.175883333333333,2.22
48.877068333333334,2.175883333333333,2.15
48.87706666666667,2.1758766666666665,2.09
48.87706666666667,2.1758766666666665,2.07
48.87706666666667,2.1758766666666665,2.07
48.877064999999995,2.175873333333333,2.08
48.877064999999995,2.175873333333333,2.1
48.877064999999995,2.175873333333333,2.14
48.877064999999995,2.17587,2.1
48.877064999999995,2.17587,2.07
48.877064999999995,2.17587,2.06
48.877064999999995,2.17587,2.08
48.877064999999995,2.17587,2.1
48.877064999999995,2.17587,2.12
48.877068333333334,2.17587,2.09
48.877068333333334,2.17587,2.1
48.877068333333334,2.17587,2.11
48.87707,2.1758650000000004,2.16
48.87707,2.1758650000000004,2.2
48.87707,2.1758650000000004,2.24
48.87707,2.17586,2.2
48.87707,2.17586,2.15
48.87707,2.17586,2.14
48.877068333333334,2.1758533333333334,2.13
48.877068333333334,2.1758533333333334,2.15
48.877068333333334,2.1758533333333334,2.08
48.877068333333334,2.1758483333333336,2.06
48.877068333333334,2.1758483333333336,2.04
48.877068333333334,2.1758483333333336,2.01
48.87706666666667,2.1758416666666665,2
48.87706666666667,2.1758416666666665,1.99
48.87706666666667,2.1758416666666665,1.97
48.87706333333333,2.1758349999999997,1.95
48.87706333333333,2.1758349999999997,1.95
48.87706333333333,2.1758349999999997,1.94
48.87706166666667,2.17583,1.94
48.87706166666667,2.17583,1.95
48.87706166666667,2.17583,1.96
48.877064999999995,2.1758333333333337,1.98
48.877064999999995,2.1758333333333337,2.02
48.877064999999995,2.1758333333333337,2.06
48.87707,2.1758383333333335,2.11
48.87707,2.1758383333333335,2.21
48.87707,2.1758383333333335,2.25
48.87707333333333,2.1758399999999996,2.31
48.87707333333333,2.1758399999999996,2.4
48.87707333333333,2.1758399999999996,2.37
48.87707666666667,2.1758399999999996,2.35
48.87707666666667,2.1758399999999996,2.29
48.87707666666667,2.1758399999999996,2.22
48.87708000000001,2.1758433333333334,2.19
48.87708000000001,2.1758433333333334,2.15
48.87708000000001,2.1758433333333334,2.08
48.877085,2.1758466666666667,2.06
48.877085,2.1758466666666667,2.05
48.877085,2.1758466666666667,2.05
48.877088333333326,2.1758500000000005,2.06
48.877088333333326,2.1758500000000005,2.08
48.87709,2.1758533333333334,2.09
48.87709,2.1758533333333334,2.08
48.87709,2.1758533333333334,2.04
48.87709,2.1758533333333334,2.05
48.877091666666665,2.1758566666666663,2.08
48.877091666666665,2.1758566666666663,2.1
48.877091666666665,2.1758566666666663,2.1
48.87709333333333,2.1758616666666666,2.1
48.87709333333333,2.1758616666666666,2.11
48.87709333333333,2.1758616666666666,2.12
48.877095000000004,2.1758633333333335,2.16
48.877095000000004,2.1758633333333335,2.2
48.877095000000004,2.1758633333333335,2.29
48.87709333333333,2.1758650000000004,2.22
48.87709333333333,2.1758650000000004,2.14
48.87709333333333,2.1758650000000004,2.11
48.877088333333326,2.1758650000000004,2.09
48.877088333333326,2.1758650000000004,2.07
48.877088333333326,2.1758650000000004,2.04
48.87708333333333,2.1758666666666664,2.01
48.87708333333333,2.1758666666666664,1.99
48.87708333333333,2.1758666666666664,1.98
48.87708000000001,2.1758650000000004,1.98
48.87708000000001,2.1758650000000004,2
48.87708000000001,2.1758650000000004,2.02
48.87707666666667,2.1758633333333335,2.02
48.87707666666667,2.1758633333333335,2.04
48.87707666666667,2.1758633333333335,2.05
48.877075000000005,2.1758616666666666,2.07
48.877075000000005,2.1758616666666666,2.08
48.877075000000005,2.1758616666666666,2.08
48.87707333333333,2.17586,2.07
48.87707333333333,2.17586,2.06
48.87707333333333,2.17586,2.04
48.877071666666666,2.1758566666666663,2.03
48.877071666666666,2.1758566666666663,2.03
48.877071666666666,2.1758566666666663,2.04
48.877071666666666,2.1758550000000003,2.05
48.877071666666666,2.1758550000000003,2.04
48.877071666666666,2.1758550000000003,2.06
48.877071666666666,2.1758533333333334,2.06
48.877071666666666,2.1758533333333334,2.06
48.877071666666666,2.1758533333333334,2.05
48.877071666666666,2.1758516666666665,2.06
48.877071666666666,2.1758516666666665,2.05
48.877071666666666,2.1758516666666665,2.05
48.877071666666666,2.1758500000000005,2.05
48.877071666666666,2.1758500000000005,2.06
48.877071666666666,2.1758500000000005,2.07
48.87707,2.1758500000000005,2.07
48.87707,2.1758500000000005,2.08
48.87707,2.1758500000000005,2.1
48.87706666666667,2.1758516666666665,2.15
48.87706666666667,2.1758516666666665,2.16
48.87706666666667,2.1758516666666665,2.16
48.87706666666667,2.1758566666666663,2.18
48.87706666666667,2.1758566666666663,2.11
48.87706666666667,2.1758566666666663,2.07
48.87706666666667,2.1758616666666666,2.06
48.87706666666667,2.1758616666666666,2.07
48.87706666666667,2.1758616666666666,2.06
48.877068333333334,2.1758633333333335,2.03
48.877068333333334,2.1758633333333335,2
48.877068333333334,2.1758633333333335,1.98
48.87707,2.1758666666666664,1.99
48.87707,2.1758666666666664,1.99
48.87707,2.1758666666666664,2
48.87707333333333,2.1758666666666664,2.02
48.87707333333333,2.1758666666666664,2.02
48.87707333333333,2.1758666666666664,2
48.877075000000005,2.1758666666666664,2.01
48.877075000000005,2.1758666666666664,2.03
48.877075000000005,2.1758666666666664,2.05
48.877075000000005,2.1758666666666664,2.07
48.877075000000005,2.1758666666666664,2.07
48.877075000000005,2.1758666666666664,2.06
48.87707333333333,2.1758666666666664,2.04
48.87707333333333,2.1758666666666664,2.02
48.87707333333333,2.1758666666666664,2.01
48.877071666666666,2.1758666666666664,2
48.877071666666666,2.1758666666666664,2
48.877071666666666,2.1758666666666664,1.99
48.87707,2.1758683333333333,2
48.87707,2.1758683333333333,1.99
48.87707,2.1758683333333333,1.97
48.877068333333334,2.17587,1.97
48.877068333333334,2.17587,1.98
48.877068333333334,2.17587,2
48.87706666666667,2.17587,2.02
48.87706666666667,2.17587,2.04
48.87706666666667,2.17587,2.05
48.877064999999995,2.175871666666666,2.04
48.877064999999995,2.175871666666666,2.02
48.877064999999995,2.175871666666666,1.99
48.87706666666667,2.175875,2
48.87706666666667,2.175875,2
48.87706666666667,2.175875,2
48.877068333333334,2.1758766666666665,2
48.877068333333334,2.1758766666666665,2
48.877068333333334,2.1758766666666665,2
48.877068333333334,2.1758783333333334,2
48.877068333333334,2.1758783333333334,2.01
48.877068333333334,2.1758783333333334,2.04
48.877068333333334,2.175881666666667,2.08
48.877068333333334,2.175881666666667,2.11
48.877068333333334,2.175881666666667,2.14
48.87706666666667,2.175883333333333,2.14
48.87706666666667,2.175883333333333,2.11
48.87706666666667,2.175883333333333,2.09
48.87706666666667,2.175883333333333,2.07
48.87706666666667,2.175883333333333,2.07
48.87706666666667,2.175883333333333,2.07
48.87706666666667,2.175885,2.06
48.87706666666667,2.175885,2.05
48.87706666666667,2.175885,2.03
48.87707,2.175885,2.03
48.87707,2.175885,2.04
48.87707,2.175885,2.06
48.877071666666666,2.175885,2.07
48.877071666666666,2.175885,2.07
48.877071666666666,2.175885,2.07
48.877075000000005,2.175883333333333,2.07
48.877075000000005,2.175883333333333,2.06
48.877075000000005,2.175883333333333,2.06
48.87707666666667,2.175881666666667,2.06
48.87707666666667,2.175881666666667,2.07
48.87707666666667,2.175881666666667,2.06
48.87707833333333,2.1758783333333334,2.03
48.87707833333333,2.1758783333333334,2.03
48.87707833333333,2.1758783333333334,2.04
48.87708000000001,2.175875,2.07
48.87708000000001,2.175875,2.1
48.87708000000001,2.175875,2.12
48.87708166666667,2.175871666666666,2.11
48.87708166666667,2.175871666666666,2.1
48.87708166666667,2.175871666666666,2.09
48.87708333333333,2.1758666666666664,2.14
48.87708333333333,2.1758666666666664,2.23
48.87708333333333,2.1758666666666664,2.28
48.87708333333333,2.1758616666666666,2.25
48.87708333333333,2.1758616666666666,2.19
48.87708333333333,2.1758616666666666,2.16
48.877085,2.1758583333333332,2.19
48.877085,2.1758583333333332,2.22
48.877085,2.1758583333333332,2.25
48.877085,2.1758533333333334,2.27
48.877085,2.1758533333333334,2.11
48.877085,2.1758533333333334,2.08
48.877085,2.1758500000000005,2.08
48.877085,2.1758500000000005,2.08
48.877085,2.1758500000000005,2.09
48.87708666666666,2.1758483333333336,2.08
48.87708666666666,2.1758483333333336,2.06
48.87708666666666,2.1758483333333336,2.06
48.877085,2.1758516666666665,2.05
48.877085,2.1758516666666665,2.06
48.877085,2.1758516666666665,2.09
48.87708666666666,2.1758550000000003,2.09
48.87708666666666,2.1758550000000003,2.03
48.87708666666666,2.1758550000000003,1.98
48.877088333333326,2.1758583333333332,1.96
48.877088333333326,2.1758583333333332,1.98
48.877088333333326,2.1758583333333332,1.98
48.877091666666665,2.17586,1.97
48.877091666666665,2.17586,1.96
48.877091666666665,2.17586,1.94
48.877095000000004,2.17586,1.93
48.877095000000004,2.17586,1.96
48.877095000000004,2.17586,2
48.877098333333336,2.1758616666666666,2.02
48.877098333333336,2.1758616666666666,2.02
48.877098333333336,2.1758616666666666,1.99
48.87710166666666,2.1758616666666666,1.98
48.87710166666666,2.1758616666666666,1.96
48.87710166666666,2.1758616666666666,1.95
48.87710333333334,2.1758616666666666,1.93
48.87710333333334,2.1758616666666666,1.93
48.87710333333334,2.1758616666666666,1.92
48.87710333333334,2.1758633333333335,1.93
48.87710333333334,2.1758633333333335,1.93
48.87710333333334,2.1758633333333335,1.93
48.87710333333334,2.1758650000000004,1.94
48.87710333333334,2.1758650000000004,1.97
48.87710333333334,2.1758650000000004,2
48.8771,2.1758666666666664,2.05
48.8771,2.1758666666666664,2.08
48.8771,2.1758666666666664,2.09
48.877095000000004,2.1758666666666664,2.09
48.877095000000004,2.1758666666666664,2.08
48.877095000000004,2.1758666666666664,2.07
48.877095000000004,2.1758666666666664,2.08
48.877095000000004,2.1758666666666664,2.08
48.877095000000004,2.1758666666666664,2.07
48.87709333333333,2.1758683333333333,2.06
48.87709333333333,2.1758683333333333,2.04
48.87709333333333,2.1758683333333333,2.03
48.87709333333333,2.1758683333333333,2.01
48.87709333333333,2.1758683333333333,2.01
