"lat","lng","CH4"
48.876684999999995,2.175765,1.94
48.876684999999995,2.175765,1.95
48.876684999999995,2.175765,1.92
48.876705,2.175806666666667,1.93
48.876705,2.175806666666667,1.99
48.876705,2.175806666666667,2
48.876741666666675,2.1758333333333337,2.02
48.876741666666675,2.1758333333333337,2
48.876741666666675,2.1758333333333337,2
48.87675333333333,2.175885,1.99
48.87675333333333,2.175885,1.97
48.87675333333333,2.175885,1.96
48.87678833333333,2.1759616666666663,1.98
48.87678833333333,2.1759616666666663,2
48.87678833333333,2.1759616666666663,1.97
48.876776666666665,2.1760533333333334,1.94
48.876776666666665,2.1760533333333334,1.91
48.876776666666665,2.1760533333333334,1.94
48.87683333333333,2.176061666666667,1.94
48.87683333333333,2.176061666666667,1.93
48.87683333333333,2.176061666666667,1.96
48.876895,2.1760033333333335,1.98
48.876895,2.1760033333333335,1.99
48.876895,2.1760033333333335,2
48.876958333333334,2.1759283333333337,2.04
48.876958333333334,2.1759283333333337,2.09
48.876958333333334,2.1759283333333337,2.22
48.87701166666667,2.1758650000000004,2.26
48.87701166666667,2.1758650000000004,2.28
48.87701166666667,2.1758650000000004,2.17
48.87705666666667,2.175818333333333,2.04
48.87705666666667,2.175818333333333,1.96
48.87705666666667,2.175818333333333,1.87
48.877088333333326,2.1757733333333333,1.88
48.877088333333326,2.1757733333333333,1.86
48.877088333333326,2.1757733333333333,1.84
48.87711666666666,2.175728333333333,1.85
48.87711666666666,2.175728333333333,1.85
48.87711666666666,2.175728333333333,1.86
48.87715166666667,2.1757166666666667,1.89
48.87715166666667,2.1757166666666667,1.96
48.87715166666667,2.1757166666666667,2.03
48.87718666666666,2.1756666666666664,2.11
48.87718666666666,2.1756666666666664,2.1
48.87718666666666,2.1756666666666664,2.11
48.877246666666665,2.1756066666666665,2.53
48.877246666666665,2.1756066666666665,2.85
48.877246666666665,2.1756066666666665,2.84
48.877336666666665,2.175545,3.15
48.877336666666665,2.175545,3.14
48.877336666666665,2.175545,3.07
48.87741666666666,2.1754716666666667,2.95
48.87741666666666,2.1754716666666667,3.13
48.87741666666666,2.1754716666666667,3.56
48.87749,2.1753949999999995,3.31
48.87749,2.1753949999999995,2.32
48.87749,2.1753949999999995,2.04
48.87757166666666,2.17532,2.04
48.87757166666666,2.17532,1.98
48.87757166666666,2.17532,2.01
48.877633333333335,2.1752333333333334,2.07
48.877633333333335,2.1752333333333334,2.17
48.877633333333335,2.1752333333333334,2.07
48.87766166666667,2.1750966666666667,1.95
48.87766166666667,2.1750966666666667,2.02
48.87766166666667,2.1750966666666667,2.47
48.87762,2.174955,2.49
48.87762,2.174955,2.5
48.87762,2.174955,2.46
48.87757166666666,2.174808333333333,2.41
48.87757166666666,2.174808333333333,2.32
48.87757166666666,2.174808333333333,2.23
48.87750333333334,2.174646666666667,2.25
48.87750333333334,2.174646666666667,2.29
48.87750333333334,2.174646666666667,2.25
48.877428333333334,2.1745266666666665,2.19
48.877428333333334,2.1745266666666665,2.13
48.877428333333334,2.1745266666666665,2.1
48.877345,2.174456666666667,2.1
48.877345,2.174456666666667,2.11
48.877345,2.174456666666667,2.12
48.87726166666666,2.1745166666666664,2.14
48.87726166666666,2.1745166666666664,2.11
48.87726166666666,2.1745166666666664,2.09
48.87718666666666,2.1745916666666667,2.11
48.87718666666666,2.1745916666666667,2.07
48.87718666666666,2.1745916666666667,2.03
48.877129999999994,2.1745799999999997,2.03
48.877129999999994,2.1745799999999997,2.01
48.877129999999994,2.1745799999999997,2
48.87707,2.174551666666667,2
48.87707,2.174551666666667,2.01
48.87707,2.174551666666667,2
48.877035,2.1745183333333333,1.98
48.877035,2.1745183333333333,1.96
48.877035,2.1745183333333333,2.01
48.87700833333333,2.1744966666666667,2.07
48.87700833333333,2.1744966666666667,2.08
48.87700833333333,2.1744966666666667,2.07
48.87700833333333,2.1744766666666666,2.06
48.87700833333333,2.1744766666666666,2.06
48.87700833333333,2.1744766666666666,2.04
48.87701166666667,2.1744616666666667,2.05
48.87701166666667,2.1744616666666667,2.09
48.87701166666667,2.1744616666666667,2.17
48.87701666666666,2.174446666666667,2.1
48.87701666666666,2.174446666666667,2.08
48.87701666666666,2.174446666666667,2.06
48.877025,2.17444,2.06
48.877025,2.17444,2.07
48.877025,2.17444,2.09
48.877026666666666,2.174445,2.14
48.877026666666666,2.174445,2.11
48.877026666666666,2.174445,2.08
48.87701833333334,2.174458333333333,2.07
48.87701833333334,2.174458333333333,2.07
48.87701833333334,2.174458333333333,2.09
48.87696166666666,2.174525,2.11
48.87696166666666,2.174525,2.14
48.87696166666666,2.174525,2.09
48.87692500000001,2.174631666666667,1.94
48.87692500000001,2.174631666666667,1.77
48.87692500000001,2.174631666666667,1.73
48.87686166666666,2.174736666666667,1.72
48.87686166666666,2.174736666666667,1.7
48.87686166666666,2.174736666666667,1.7
48.87679,2.174793333333333,1.72
48.87679,2.174793333333333,1.77
48.87679,2.174793333333333,1.78
48.87669833333333,2.174845,1.76
48.87669833333333,2.174845,1.82
48.87669833333333,2.174845,2.16
48.87661833333333,2.1749,2.58
48.87661833333333,2.1749,2.63
48.87661833333333,2.1749,2.94
48.87654666666667,2.1749466666666666,2.87
48.87654666666667,2.1749466666666666,2.44
48.87654666666667,2.1749466666666666,1.77
48.87648833333334,2.1750299999999996,1.74
48.87648833333334,2.1750299999999996,1.76
48.87648833333334,2.1750299999999996,1.79
48.876495,2.175156666666666,1.77
48.876495,2.175156666666666,1.82
48.876495,2.175156666666666,1.97
48.876513333333335,2.1752949999999998,1.69
48.876513333333335,2.1752949999999998,1.71
48.876513333333335,2.1752949999999998,1.74
48.876560000000005,2.1754083333333334,2.04
48.876560000000005,2.1754083333333334,2.04
48.876560000000005,2.1754083333333334,2.02
48.87659166666667,2.1755050000000002,2
48.87659166666667,2.1755050000000002,1.92
48.87659166666667,2.1755050000000002,1.78
48.87661166666667,2.1755866666666663,1.71
48.87661166666667,2.1755866666666663,2.05
48.87661166666667,2.1755866666666663,2.36
48.876645,2.1756750000000005,2.42
48.876645,2.1756750000000005,2.45
48.876645,2.1756750000000005,2.5
48.87668333333333,2.1757416666666667,3.02
48.87668333333333,2.1757416666666667,3.61
48.87668333333333,2.1757416666666667,4
48.87670000000001,2.175808333333333,4.11
48.87670000000001,2.175808333333333,4.03
48.87670000000001,2.175808333333333,3.7
48.87671,2.1758516666666665,3.31
48.87671,2.1758516666666665,3.24
48.87671,2.1758516666666665,3.23
48.87673666666666,2.1758766666666665,3.29
48.87673666666666,2.1758766666666665,2.87
48.87673666666666,2.1758766666666665,2.27
48.87679,2.1759083333333336,2.04
48.87679,2.1759083333333336,2
48.87679,2.1759083333333336,1.98
48.87679166666666,2.176006666666667,1.98
48.87679166666666,2.176006666666667,1.99
48.87679166666666,2.176006666666667,2.01
48.876819999999995,2.17605,2.02
48.876819999999995,2.17605,2.02
48.876819999999995,2.17605,2.02
48.876863333333326,2.1760099999999998,2.04
48.876863333333326,2.1760099999999998,2.08
48.876863333333326,2.1760099999999998,2.1
48.87690666666667,2.175975,2.22
48.87690666666667,2.175975,2.25
48.87690666666667,2.175975,2.36
48.87698833333333,2.175898333333333,2.48
48.87698833333333,2.175898333333333,2.57
48.87698833333333,2.175898333333333,2.55
48.87706666666667,2.1758249999999997,2.53
48.87706666666667,2.1758249999999997,2.53
48.87706666666667,2.1758249999999997,2.55
48.87711,2.1757733333333333,2.59
48.87711,2.1757733333333333,2.57
48.87711,2.1757733333333333,2.62
48.877134999999996,2.1757533333333337,2.56
48.877134999999996,2.1757533333333337,2.47
48.877134999999996,2.1757533333333337,2.41
48.87714666666667,2.1757483333333334,2.46
48.87714666666667,2.1757483333333334,2.51
48.87714666666667,2.1757483333333334,2.54
48.877156666666664,2.175736666666667,2.54
48.877156666666664,2.175736666666667,2.52
48.877156666666664,2.175736666666667,2.41
48.877183333333335,2.175701666666667,2.28
48.877183333333335,2.175701666666667,2.14
48.877183333333335,2.175701666666667,2.08
48.877230000000004,2.1756683333333333,2.04
48.877230000000004,2.1756683333333333,2.02
48.877230000000004,2.1756683333333333,2.02
48.877251666666666,2.1756516666666665,2.01
48.877251666666666,2.1756516666666665,2
48.877251666666666,2.1756516666666665,1.99
48.877246666666665,2.1756066666666665,2.02
48.877246666666665,2.1756066666666665,2.04
48.877246666666665,2.1756066666666665,2.07
48.877246666666665,2.17563,2.1
48.877246666666665,2.17563,2.23
48.877246666666665,2.17563,2.31
48.87719833333333,2.175683333333333,2.33
48.87719833333333,2.175683333333333,2.44
48.87719833333333,2.175683333333333,2.5
48.87714833333333,2.175713333333333,2.52
48.87714833333333,2.175713333333333,2.54
48.87714833333333,2.175713333333333,2.57
48.87710666666666,2.175765,2.56
48.87710666666666,2.175765,2.55
48.87710666666666,2.175765,2.46
48.877098333333336,2.17582,2.37
48.877098333333336,2.17582,2.32
48.877098333333336,2.17582,2.16
48.87710666666666,2.1758349999999997,2.08
48.87710666666666,2.1758349999999997,2.04
